Exp,Cocatalyst 1,Semiconductor 1,Semiconductor 2,Semiconductor 3,Semiconductor 1 %,Semiconductor 2 %,Co-Catalyst wt,Form,Structure,Light,Light Source,Power (W),Filter (nm),Photocatalyst load (g/L),Preparation of Semiconductor,Semiconductor Calcination Temp©,Semiconductor Calcination Time (h),Preparation of Photocatalyst,Photocatalyst Calcination Temp ©,Photocatalyst Calcination Time (h),Glycerol Concentration (v%),Solution Volume (ml),pH,Reaction Temp (C),Bandgap (eV),H2vproduction rate(micromol/g.h),Reference
734,,ZnO,,,100,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,25,,38.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
735,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,5,,208.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
736,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,15,,270.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
737,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,25,,384.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
738,,ZnS,,,100,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,5,3.87,116.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
739,,ZnS,,,100,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,15,3.87,178.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
740,,ZnS,,,100,,,nanorod,,Visible,Xe,350,,1,sonication,,0,Hydrothermal,,0,10,50,,25,3.87,232.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
741,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,0.2,sonication,,0,Hydrothermal,,0,10,50,,25,,350.00,"Zhong W, Wang C, Peng S, Shu R, Tian Z, Du Y, et al. Investigation on the effect of temperature on photothermal glycerol reforming hydrogen production over Ag/TiO2 nanoflake catalyst. International Journal of Hydrogen Energy 2022;47. https://doi.org/10.1016/j.ijhydene.2022.03.122"
742,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,0.6,sonication,,0,Hydrothermal,,0,10,50,,25,,360.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
743,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,2,sonication,,0,Hydrothermal,,0,10,50,,25,,163.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
744,,ZnO,ZnS,,,,,nanorod,,Visible,Xe,350,,4,sonication,,0,Hydrothermal,,0,10,50,,25,,79.00,"Chang, C. J., Y. G. Lin, H. T. Weng and Y. H. Wei, “Photocatalytic Hydrogen Production from Glycerol Solution at Room Temperature by ZnO-ZnS/Graphene Photocatalysts”, Applied Surface Science, Vol. 451, No. 1, pp. 198-206, 2018."
745,,ZnO,,,100,,,nanorod,,UV,Hg,125,,30,,,0,water bath,,0,7,10,,40,3.37,29.69,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
746,,ZnO,,,100,,,nanorod,,UV,Hg,125,,30,,,0,water bath,,0,7,10,,60,3.37,41.57,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
747,,ZnO,,,100,,,nanorod,,UV,Hg,125,,30,,,0,water bath,,0,7,10,,80,3.37,35.63,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
748,,ZnO,ZnS,,81,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,457.24,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
749,,ZnO,ZnS,,81,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,932.30,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
750,,ZnO,ZnS,,81,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,1538.00,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
751,,ZnO,ZnS,,74,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,647.27,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
752,,ZnO,ZnS,,74,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,1068.90,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
753,,ZnO,ZnS,,74,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,1692.40,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
754,,ZnO,ZnS,,63,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,920.43,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
755,,ZnO,ZnS,,63,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,1549.90,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
756,,ZnO,ZnS,,63,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,2036.80,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
757,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,1211.40,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
758,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,1959.60,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
759,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,2608.70,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
760,,ZnO,ZnS,,51,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,932.30,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
761,,ZnO,ZnS,,51,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,1639.00,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
762,,ZnO,ZnS,,51,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,2333.70,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
763,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,40,,576.01,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
764,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,60,,724.47,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
765,,ZnO,ZnS,,58,,,nanorod,,UV,Hg,125,,30,water bath,,0,sulfidation,,0,7,10,,80,,1395.50,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
766,,ZnO,,,100,,,nanorod,,Visible,Xe,500,,30,,,0,water bath,,0,7,10,,,3.37,60.91,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
767,,ZnO,ZnS,,81,,,nanorod,,Visible,Xe,500,,30,water bath,,0,sulfidation,,0,7,10,,,,114.55,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
768,,ZnO,ZnS,,74,,,nanorod,,Visible,Xe,500,,30,water bath,,0,sulfidation,,0,7,10,,,,313.64,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
769,,ZnO,ZnS,,63,,,nanorod,,Visible,Xe,500,,30,water bath,,0,sulfidation,,0,7,10,,,,388.40,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
770,,ZnO,ZnS,,58,,,nanorod,,Visible,Xe,500,,30,water bath,,0,sulfidation,,0,7,10,,,,269.09,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
771,,ZnO,ZnS,,51,,,nanorod,,Visible,Xe,500,,30,water bath,,0,sulfidation,,0,7,10,,,,293.64,"Liu, S. X. Wang, K. Wang, R. Lv and Y. Xu, “ZnO/ZnS–PdS Core/Shell Nanorods: Synthesis, Characterization and Application for Photocatalytic Hydrogen Production from a Glycerol/Water Solution”, Applied Surface Science, Vol. 283, pp. 732-739, 2013."
772,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,1,100,,30,,0.00,"Nguyen, N. T., D. D. Zheng, S. S. Chen, C. T. Chang, C. M. Ma, N. C. Nguyen, H. T. Nguyen, S. S. Hsiao and S. Y. Kang, “Effects of Different Sacrificial Agents and Hydrogen Production from Wastewater by Pt-Graphene/TiO2”, Journal of Nanoscience and Nanotechnology, Vol. 18, No. 5, pp. 3563-3570, 2018."
773,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,10,100,,30,,193.30,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
774,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,20,100,,30,,269.90,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
775,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,30,100,,30,,587.60,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
776,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,40,100,,30,,689.70,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
777,,ZnO-ZnS,,,100,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,50,100,,30,,293.60,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
778,,ZnO-ZnS,graphene,,99.95,,,nanocomposite,,UV,Hg,300,,0.5,solution,,0,dispersion,,0,50,100,,30,,1070.00,"Manchala, S., L. R. Nagappagari, S. M. Venkatakrishnan and C. Shanker, “Facile Synthesis of Noble-Metal Free Polygonal Zn2TiO4 Nanostructures for Highly Efficient Photocatalytic Hydrogen Evolution under Solar Light Irradiation”, International Journal of Hydrogen Energy, Vol. 43, No. 29, pp. 13145-13157, 2018."
779,,ZnO,,,100,,,nanorod,,UV,Hg,125,,6,,,0,chemical conversion,,0,5,10,,40,3.27,99.56,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
780,,ZnO,,,100,,,nanorod,,UV,Hg,125,,6,,,0,chemical conversion,,0,5,10,,60,3.27,155.31,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
781,,ZnO,,,100,,,nanorod,,UV,Hg,125,,6,,,0,chemical conversion,,0,5,10,,80,3.27,199.12,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
782,,ZnO,ZnS,,76,,,nanocomposite,,UV,Hg,125,,6,water bath,,0,water bath,,0,5,10,,40,3.26,151.33,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
783,,ZnO,ZnS,,76,,,nanocomposite,,UV,Hg,125,,6,water bath,,0,water bath,,0,5,10,,60,3.26,489.82,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
784,,ZnO,ZnS,,76,,,nanocomposite,,UV,Hg,125,,6,water bath,,0,water bath,,0,5,10,,80,3.26,661.06,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
785,,ZnO,,,100,,,nanorod,,Visible,Xe,500,,6,,,0,water bath,,0,5,10,,,3.27,45.62,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
786,,ZnO,ZnS,,76,,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,water bath,,0,5,10,,,3.26,79.38,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
787,,Zn2TiO4,,,100,,,nanoparticle,,Visible,,,,0.2,,,0,solid-state,1000,2,5,50,,25,3,529.00,"Xiang, X., B. Zhu, B. Cheng, J. Yu and H. Lv, “Enhanced Photocatalytic H2-Production Activity of CdS Quantum Dots Using Sn2+ as Cocatalyst under Visible Light Irradiation”, Small, Vol. 16, No. 26, 2020."
788,,Zn2TiO4,,,100,,,nanoparticle,,Visible,,,,0.2,,,0,solid-state,1000,2,5,50,,25,3,467.00,"Reddy, N. L., D. P. Kumar and M. V. Shankar, “Co-Catalyst Free Titanate Nanorods for Improved Hydrogen Production under Solar Light Irradiation”, Journal of Chemical Sciences, Vol. 128, No. 4, pp. 649-656, 2016."
789,,PbTiO3,,,100,,,nanosheets,,Visible,Xe,500,420,2.5,,,0,sol-gel,450,4,10,200,,25,2.68,42.00,"Alhaddad, M., R. M. Navarro, M. A. Hussein and R. M. Mohamed, “Bi2O3/g-C3N4 Nanocomposites as Proficient Photocatalysts for Hydrogen Generation from Aqueous Glycerol Solutions Beneath Visible Light”, Ceramics International, Vol. 46, No. 16, pp. 24873-24881, 2020."
790,,Bi2O3,,,100,,,nanoparticle,,Visible,Xe,500,420,0.25,,,0,sol-gel,,0,10,200,,,2.5,24.61,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
791,,g-C3N4,,,100,,,nanoparticle,,Visible,Xe,500,420,0.25,,,0,hard-template,,0,10,200,,,2.71,55.35,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
792,,g-C3N4,Bi2O3,,99.5,,,nanocomposite,,Visible,Xe,500,420,0.25,hard-template,,0,sonication,,0,10,200,,,2.69,161.29,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
793,,g-C3N4,Bi2O3,,99,,,nanocomposite,,Visible,Xe,500,420,0.25,hard-template,,0,sonication,,0,10,200,,,2.56,684.06,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
794,,g-C3N4,Bi2O3,,97,,,nanocomposite,,Visible,Xe,500,420,0.25,hard-template,,0,sonication,,0,10,200,,,2.41,1025.74,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
795,,g-C3N4,Bi2O3,,95,,,nanocomposite,,Visible,Xe,500,420,0.25,hard-template,,0,sonication,,0,10,200,,,2.39,1046.24,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
796,,g-C3N4,Bi2O3,,97,,,nanocomposite,,Visible,Xe,500,420,0.5,hard-template,,0,sonication,,0,10,200,,,2.41,658.63,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
797,,g-C3N4,Bi2O3,,97,,,nanocomposite,,Visible,Xe,500,420,1,hard-template,,0,sonication,,0,10,200,,,2.41,765.23,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
798,,g-C3N4,Bi2O3,,97,,,nanocomposite,,Visible,Xe,500,420,1.5,hard-template,,0,sonication,,0,10,200,,,2.41,1039.34,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
799,,g-C3N4,Bi2O3,,97,,,nanocomposite,,Visible,Xe,500,420,2,hard-template,,0,sonication,,0,10,200,,,2.41,1286.75,"Rawool, S. A., M. R. Rai, A. M. Banerjee, R. D. Bapat, C. Nayak and A. K. Tripathi, “Lab Scale Optimization of Various Factors for Photocatalytic Hydrogen Generation over Low Cost Cu0.02Ti0.98O2-δ Photocatalyst under UV/Visible Irradiation and Sunlight”, International Journal of Hydrogen Energy, Vol. 43, No. 3, pp. 1271-1284, 2018."
